,Term,BNC_Baby_Counts
20502,globules,2
20503,domination,2
20504,scribble,2
20505,scribblings,1
20506,Mediocre,1
20507,insults,4
20508,regretting,4
20509,child-bearer,1
20510,feeling-,1
20511,resuming,1
20512,quirk,2
20513,tantrums,1
20514,adrift,3
20515,blot,1
20516,compromising,1
20517,costing,2
20518,inadequacy,4
20519,volunteering,2
20520,Literature,6
20521,plumping,1
20522,scoundrels,1
20523,beggars,13
20524,Paxstone,1
20525,wring,1
20526,throats,12
20527,poach,1
20528,Consett,2
20529,spoon,9
20530,Air,8
20531,Force,11
20532,mackerel,3
20533,Tapping,1
20534,cottoned,2
20535,Quarter,2
20536,fortify,1
20537,maleness,2
20538,virility,2
20539,musing,1
20540,deficiency,1
20541,airy-fairy,1
20542,chintz-covered,1
20543,roam,6
20544,Louis,4
20545,Quinze,1
20546,iron-bound,1
20547,scudding,3
20548,safer,5
20549,contend,1
20550,unscrewed,2
20551,shivers,1
20552,Strange,10
20553,sluts,1
20554,Ssh,2
20555,crees,4
20556,makings,2
20557,toughens,1
20558,brings,11
20559,meets,3
20560,hunkers,1
20561,planked,1
20562,safternoon,2
20563,cow-bell,1
20564,hangs,6
20565,spruce,13
20566,Understood,1
20567,impending,4
20568,disintegrate,1
20569,casing,1
20570,vitally,2
20571,poachers,2
20572,queer,4
20573,over-tidy,1
20574,outdoor,4
20575,unadulterated,1
20576,outspread,2
20577,woodlands,5
20578,snowy,3
20579,hornet,1
20580,Swann,1
20581,Waggett,1
20582,spinney,2
20583,sedative,2
20584,Screehaugh,3
20585,stableman,1
20586,churned-up,1
20587,alibis,1
20588,midwife,2
20589,fowl,2
20590,Prudhoe,1
20591,Badger,2
20592,poaching,5
20593,muffler,1
20594,trouser,5
20595,Sundays,4
20596,ensemble,1
20597,oaths,2
20598,Pubs,1
20599,escapade,2
20600,culprits,2
20601,Jesie,1
20602,breadwinner,1
20603,elicited,4
20604,re-iterated,1
20605,fated,2
20606,cowardice,1
20607,pummelled,1
20608,bystanders,3
20609,dry-eyed,3
20610,farm-cart,1
20611,hearse,2
20612,cabs,1
20613,Beecham,12
20614,Holden,4
20615,flurries,1
20616,pierced,4
20617,numbness,4
20618,anytime,1
20619,curt,1
20620,immature,1
20621,immaturity,1
20622,Nesbitt,1
20623,deranged,4
20624,maintenance,5
20625,decrease,1
20626,limits,12
20627,call-up,1
20628,guardians,4
20629,withdrew,8
20630,rein,2
20631,sister-in-law,7
20632,leech,1
20633,smacking,3
20634,Good-day,2
20635,disclaim,1
20636,Days,2
20637,destroyer,3
20638,fiends,1
20639,supposedly,4
20640,loathing,3
20641,flutter,3
20642,agape,1
20643,Southall,1
20644,vitriol,1
20645,revive,3
20646,maidservant,1
20647,commit,6
20648,throttle,3
20649,trait,2
20650,nauseates,1
20651,oath,7
20652,expose,2
20653,murderess,5
20654,rusty,7
20655,melodramatic,1
20656,stumbling,4
20657,bannisters,1
20658,haversack,2
20659,bracken,8
20660,undergrowth,15
20661,ague,2
20662,apologising,3
20663,'cos,2
20664,hitched,1
20665,bole,1
20666,Signals,1
20667,wireless-mechanic,1
20668,manhood,2
20669,Maggie,61
20670,framework,1
20671,backcloths,1
20672,Lloyd,9
20673,boa,3
20674,black-straw,1
20675,flower-trimmed,1
20676,impersonators,2
20677,awry,2
20678,idiots,7
20679,rookies,2
20680,ENSA,3
20681,Lemon,18
20682,LeMan,3
20683,brass-dialled,1
20684,Sarky,1
20685,Hollywood,13
20686,Grable,1
20687,ridden,5
20688,tactlessness,2
20689,squawkers,1
20690,NAAFI,8
20691,concert,15
20692,Madley,1
20693,dressing-room,3
20694,encore,1
20695,ribald,1
20696,hubbub,3
20697,shambled,3
20698,deafened,2
20699,Suck-it-and-see,1
20700,McGee,1
20701,pianist,3
20702,Group,1
20703,Captain,23
20704,Peasmarsh,1
20705,Wing-Commanders,1
20706,dilly,1
20707,dally,1
20708,Off,7
20709,linnet,1
20710,dillied,2
20711,dallied,2
20712,specials,2
20713,old-time,1
20714,rig-out,1
20715,Macushla,14
20716,rendering,2
20717,ribbing,3
20718,brashness,1
20719,insensitivity,1
20720,coarseness,1
20721,blue-eyed,3
20722,enfolding,1
20723,Fling,1
20724,awaken,2
20725,performer,1
20726,Rona,8
20727,demure,1
20728,virgin-like,1
20729,bods,2
20730,lambs,1
20731,slaughter,3
20732,pedigree,2
20733,picks,6
20734,impeded,2
20735,Naafi,3
20736,scalded,3
20737,last-minute,5
20738,coping,1
20739,duchess,1
20740,full-lipped,2
20741,aircraftman,1
20742,wads,3
20743,Rizla,1
20744,Tuppence,1
20745,fourpence,1
20746,tenpence,1
20747,Ta,3
20748,Stevens,1
20749,sotto,2
20750,voce,1
20751,concerted,1
20752,splutter,1
20753,arsked,2
20754,refeened,1
20755,h'answered,1
20756,h'as,1
20757,corporal,20
20758,jocular,2
20759,Squeezed,1
20760,Juicy,2
20761,Ha-ha-ha,1
20762,quip,2
20763,Corporal,6
20764,reprimanding,1
20765,learns,2
20766,big-headed,1
20767,dispense,1
20768,waylaid,4
20769,bad-looking,1
20770,Billings,2
20771,jostle,1
20772,six-foot,1
20773,Clumsy,1
20774,clot,1
20775,hovering,3
20776,Resting,1
20777,g,1
20778,Voices,2
20779,dire,1
20780,sacrifice,6
20781,scarce,4
20782,imitator,1
20783,progressive,2
20784,Hereford,3
20785,Aunty,2
20786,Lizzie,79
20787,sweatin',1
20788,cryin,1
20789,Crying,1
20790,airmen,3
20791,trainees,1
20792,instructors,4
20793,AC1,1
20794,Leonard,9
20795,Forbister,2
20796,Wireless,1
20797,Mechanic,1
20798,Air-Gunner,1
20799,leg-up,2
20800,Len,26
20801,puzzles,5
20802,Cranwell,2
20803,wilds,2
20804,Bigley,1
20805,Grays,1
20806,look-in,1
20807,doting,1
20808,spanker,1
20809,Speaking,2
20810,spankers,1
20811,stumpy,2
20812,WO,2
20813,Phew,1
20814,snifter,1
20815,Nissen,1
20816,prophesying,1
20817,scarcity,2
20818,injecting,1
20819,side-tracked,1
20820,Josephine,1
20821,Cycling,1
20822,tolerantly,2
20823,assail,1
20824,journeys,2
20825,farmhouse,3
20826,inclination,4
20827,off-duty,4
20828,jowl,1
20829,anymore,1
20830,grated,6
20831,dumpy,6
20832,mickey,2
20833,squads,3
20834,WOP-AIRs,1
20835,thirsting,1
20836,aerodrome,1
20837,trainer,3
20838,Battle,6
20839,zonked,1
20840,recruits,2
20841,bankings,1
20842,dives,1
20843,recruit,4
20844,Hitching,1
20845,chatterer,1
20846,counsel,4
20847,Er,3
20848,docking,1
20849,WAAFs,1
20850,discip,1
20851,ITMA,2
20852,Chinstrap,1
20853,Brains,3
20854,disparaging,2
20855,Joad,1
20856,Huxley,1
20857,sprucing,1
20858,Bisley,2
20859,Amos,2
20860,Bernstein,3
20861,Angus,18
20862,McBride,2
20863,Warrant-Officer,1
20864,instructor,10
20865,transmitters,2
20866,huts,6
20867,airfield,4
20868,entertainments,1
20869,languorous,1
20870,Aha,5
20871,uptake,1
20872,Brought,2
20873,Barnardo,2
20874,washbasket,2
20875,Previously,1
20876,chipping,1
20877,jesters,1
20878,hunchbacks,1
20879,deformity,1
20880,civvy,1
20881,godsend,2
20882,backhanded,1
20883,3-Wing,1
20884,Hay-on-Wye,1
20885,2-Wing,1
20886,nissen,1
20887,discip.,1
20888,Tyberton,1
20889,Blakemere,3
20890,youngsters,6
20891,Wye,1
20892,crevasses,1
20893,Thinking,7
20894,Harrington,1
20895,flyer,4
20896,Regulations,1
20897,periodically,1
20898,half-day,2
20899,deadened,2
20900,pedals,1
20901,sluiced,1
20902,incline,2
20903,sun-blinded,1
20904,oriental,10
20905,civvies,1
20906,Partly,3
20907,Peterchurch,1
20908,compulsory,1
20909,razzle,1
20910,labrador,2
20911,wisteria,2
20912,outhouses,1
20913,Hoo-hoo,1
20914,pole,17
20915,floored,2
20916,Male,2
20917,sun-lit,1
20918,mixing,5
20919,Robson,12
20920,Jabbie,1
20921,Joe-boy,1
20922,antithesis,1
20923,armpits,4
20924,fleshless,3
20925,scones,3
20926,exchanges,4
20927,schoolgirl,6
20928,dancer,3
20929,consciously,5
20930,similarity,3
20931,kindest,3
20932,attribute,2
20933,constituted,2
20934,formation,2
20935,Hurry,1
20936,Hebburn,2
20937,Mouldy,1
20938,Durham,1
20939,Sort,4
20940,smallholding,2
20941,roasted,5
20942,barmy,1
20943,madhouse,2
20944,instructing,1
20945,clatter,7
20946,chaff,3
20947,Auntie,8
20948,tarts,3
20949,Donald,4
20950,gallantly,1
20951,infer,2
20952,composes,1
20953,lead-up,1
20954,punning,1
20955,Heated,1
20956,flashlight,2
20957,self-praise,1
20958,uneasiness,4
20959,O-oh,1
20960,loosen,2
20961,bluntness,1
20962,loosened,5
20963,coolness,5
20964,dwindled,4
20965,secluded,3
20966,unalike,1
20967,restriction,1
20968,buttocks,7
20969,slumbering,2
20970,agonising,3
20971,cramp,2
20972,wrist-watch,1
20973,Kept,3
20974,stationed,3
20975,poetically,1
20976,desert,9
20977,broadened,3
20978,shanties,1
20979,wholesalely,1
20980,bod,1
20981,akin,2
20982,NAAM,1
20983,perky,4
20984,openings,1
20985,gang,14
20986,Arabs,3
20987,guffaw,1
20988,seniority,1
20989,wont,4
20990,tinge,2
20991,opens,8
20992,Allsop,1
20993,wrung,6
20994,wringing,1
20995,gimmick,3
20996,racecourses,1
20997,booksellers,1
20998,maps,12
20999,bombers,2
21000,Giving,2
21001,churches,3
21002,cathedrals,2
21003,Jerries,1
21004,Dealing,1
21005,successes,3
21006,announcer,2
21007,defeats,1
21008,Tobruk,1
21009,Mussolini,1
21010,Libya,1
21011,Names,1
21012,Rommel,1
21013,Auchinleck,1
21014,El,1
21015,Alamein,1
21016,Robinson,52
21017,sidelines,2
21018,pervade,1
21019,munitions,4
21020,complication,1
21021,harbouring,2
21022,auntie,2
21023,talents,5
21024,starve,2
21025,walla,1
21026,Nightingale,1
21027,readier,1
21028,scuffle,1
21029,Marriage,3
21030,addled,1
21031,pluck,2
21032,gangly,1
21033,loose-limbed,1
21034,dusted,6
21035,one-twitching,1
21036,sneezed,2
21037,hoodwinked,1
21038,rheumatics,1
21039,Physical,3
21040,Mental,2
21041,whittled,2
21042,lamplight,1
21043,hereditary,2
21044,misses,1
21045,railings,2
21046,confiding,1
21047,worries,13
21048,cocoa,3
21049,TWELVE,1
21050,deceitful,1
21051,Letterman,74
21052,ambiguity,2
21053,runner,4
21054,Wong,3
21055,Howe,2
21056,Ritt,2
21057,coal-mining,1
21058,Pennsylvania,2
21059,Connery,1
21060,self-deprecating,1
21061,ail,11
21062,anecdotes,1
21063,ostensible,2
21064,clapper,1
21065,loader,1
21066,co-author,1
21067,producer,9
21068,emerges,2
21069,muddled,3
21070,festooned,1
21071,bloodied,3
21072,victorious,6
21073,Muthaiga,7
21074,Club,23
21075,releases,5
21076,gusts,3
21077,exhale,1
21078,happiest,3
21079,clubs,9
21080,wardrooms,1
21081,chitties,1
21082,waiters,7
21083,extinct,2
21084,Kikuyu,2
21085,vocal,3
21086,African,9
21087,unrolling,2
21088,bullfrogs,1
21089,rana,1
21090,bufo-frogs,1
21091,roiled-up,1
21092,toads,4
21093,horned,2
21094,amphibians,1
21095,howl,9
21096,thrilling,4
21097,gong,2
21098,tusks,1
21099,relays,1
21100,unexceptionable,2
21101,sashes,1
21102,papyrus,2
21103,eponymous,2
21104,teachers,13
21105,gecko,2
21106,plaster,6
21107,reptile,2
21108,opportunistic,1
21109,readjustment,1
21110,vanishing,4
21111,Models,1
21112,Masai,168
21113,warriors,36
21114,themes,1
21115,lifestyles,1
21116,S.,17
21117,O.,14
21118,re-creation,1
21119,colonial,4
21120,Monica,1
21121,Boulevard,7
21122,dinners,3
21123,noticeboard,1
21124,aspirant,1
21125,duly,1
21126,seconded,3
21127,Fairfax,215
21128,Hon.,1
21129,powdering,1
21130,siphons,1
21131,fizzing,1
21132,Proust,9
21133,Léon,6
21134,Cohn-Casson,28
21135,Les,9
21136,vrais,2
21137,paradis,4
21138,sont,2
21139,les,5
21140,qu'on,2
21141,perdus,2
21142,vines,8
21143,attaching,1
21144,presages,1
21145,mortality,2
21146,Nineteen,3
21147,fifty-eight,2
21148,pontiac,1
21149,Khaki,1
21150,abrasive,3
21151,exuding,3
21152,insubstantial,8
21153,hand-me-down,1
21154,cosmopolitanism,1
21155,Shadrach,3
21156,lectern,9
21157,stroll,8
21158,flurry,8
21159,croaks,1
21160,ululations,1
21161,breathes,2
21162,aromatically,1
21163,perfumes,2
21164,Ngong,1
21165,Masailand,6
21166,flails,1
21167,buckets,7
21168,lightning,12
21169,Delamere,2
21170,roasting,4
21171,retains,1
21172,Marr,61
21173,staggers,2
21174,saluted,2
21175,askari,5
21176,disdaining,2
21177,major-domo,2
21178,wears,5
21179,fez,3
21180,sash,2
21181,Laurel,1
21182,Hardy,1
21183,fiat,1
21184,complaining,7
21185,ill-manners,1
21186,articulation,1
21187,pronounces,2
21188,gurgle,4
21189,Dem,1
21190,arses,2
21191,orff,1
21192,reproduce,2
21193,intonation,3
21194,Actors,1
21195,Noël,1
21196,Coward,2
21197,interval,6
21198,frogs,7
21199,Nairobi,7
21200,octogenarians,1
21201,froggy,1
21202,starched,3
21203,holders,1
21204,chintz,5
21205,shunt,1
21206,wrangles,2
21207,uninvited,3
21208,welling,3
21209,splinter,3
21210,flabby,2
21211,reprieved,2
21212,Chrissakes,3
21213,envoys,2
21214,booms,2
21215,silverfish,1
21216,consommé,1
21217,Curzon,1
21218,commemorated,1
21219,THIRTEEN,1
21220,Ningependa,1
21221,brandi,3
21222,kwanza,1
21223,Remy,3
21224,Tatu,2
21225,Jephson,3
21226,Kenya,6
21227,kufahanu,1
21228,ledge,8
21229,poo-poos,1
21230,Absolute,2
21231,tripe,3
21232,fossils,5
21233,Denys,2
21234,Tania,1
21235,graves,15
21236,Claude,17
21237,Walter,171
21238,Cronkite,2
21239,tumblers,3
21240,Camilla,9
21241,abstracted,1
21242,spoor,1
21243,counties,1
21244,latex,1
21245,prosthetics,1
21246,frontispiece,1
21247,Tatler,1
21248,safari,13
21249,von,1
21250,Gottberg,1
21251,install,1
21252,poo,1
21253,habits,6
21254,tugs,1
21255,Supreme,1
21256,judges,4
21257,senators,2
21258,Stroke,1
21259,fannies,2
21260,bidet,7
21261,Maurice,1
21262,Chevalier,1
21263,swallowing,3
21264,richest,1
21265,nilete,1
21266,prospecting,1
21267,anthropologist,6
21268,ethnographer,3
21269,Jewish,9
21270,sweetie,1
21271,Levantine,3
21272,Fucked,1
21273,Chronic,1
21274,Ethnographer,1
21275,dicky,2
21276,forty-four,2
21277,thesis,12
21278,Tasted,1
21279,Gallet,1
21280,Lux,1
21281,Boiled,1
21282,Ail,5
21283,behinds,2
21284,zips,2
21285,Toyota,10
21286,Tommies,2
21287,Oldest,1
21288,photocopy,3
21289,attentively,3
21290,imploring,1
21291,mutely,2
21292,memsahib,1
21293,Warthog,1
21294,athletic,4
21295,hobbles,2
21296,skips,2
21297,stiffness,1
21298,sprightliness,1
21299,tethers,1
21300,fi-xing,1
21301,jot,2
21302,lucid,4
21303,Fact,2
21304,reappears,1
21305,subaltern,2
21306,askaris,17
21307,Biggest,1
21308,liars,4
21309,telegram,2
21310,lurches,2
21311,blotting,2
21312,silencing,1
21313,toxins,1
21314,claims,5
21315,fertilizers,2
21316,mercury,2
21317,shellfish,1
21318,generator,2
21319,latent,2
21320,abilities,1
21321,balsa,2
21322,aeroplanes,5
21323,vein,4
21324,temple,15
21325,rituals,6
21326,civilization,4
21327,chiaroscuro,2
21328,simulacrum,2
21329,notepaper,1
21330,graceful,8
21331,snows,2
21332,cattle,68
21333,extermination,2
21334,phenol,1
21335,Lolita,1
21336,Nabokov,2
21337,cheapen,1
21338,Yrs,1
21339,FOURTEEN,1
21340,transcribing,1
21341,wavers,1
21342,draught,5
21343,firelight,8
21344,constrains,1
21345,defines,1
21346,unknowable,3
21347,enamel,6
21348,lava,3
21349,achingly,2
21350,disorderly,1
21351,contrives,1
21352,bil-dungsroman,1
21353,Marcel,4
21354,Westwood,1
21355,hairdryers,1
21356,lotions,1
21357,masseurs,1
21358,isometric,1
21359,cardio-vascular,1
21360,scans,1
21361,congratulatory,2
21362,attendants,3
21363,Writing,1
21364,whaddya,1
21365,recalls,1
21366,placement,1
21367,racquet,3
21368,equipment-vibration,1
21369,dampers,1
21370,textured,2
21371,racquets,1
21372,Michel,4
21373,Piccoli,1
21374,petition,4
21375,Mitterrand,2
21376,Vichy,3
21377,Resistance,1
21378,flirtations,1
21379,directors,7
21380,Malle,2
21381,Alain,2
21382,Resnais,2
21383,sensibility,1
21384,sells,5
21385,Bergman,6
21386,Schwarzenegger,1
21387,movie-making,1
21388,operates,2
21389,Papal,2
21390,Vatican,1
21391,prescriptions,1
21392,sects,1
21393,fads,1
21394,automobiles,1
21395,peril,3
21396,excommunication,2
21397,insiders,1
21398,scepticism,2
21399,transcripts,5
21400,anthills,1
21401,savannah,11
21402,roller,2
21403,tribal,5
21404,scars,6
21405,bifteck,1
21406,thatched,7
21407,desires,6
21408,doily,2
21409,canna,3
21410,retainer,1
21411,ornament,1
21412,bounces,3
21413,Hoche,3
21414,Drancy,4
21415,Auschwitz,10
21416,dreamlike,1
21417,flashback,1
21418,sparingly,2
21419,round-up,1
21420,retreating,3
21421,Nazis,22
21422,deluded,2
21423,realism,2
21424,melodrama,6
21425,fictional,2
21426,camps,8
21427,roils,1
21428,appallingly,2
21429,intercut,1
21430,artifices,1
21431,Ante-chamber,1
21432,denunciations,1
21433,decrees,1
21434,Jews,14
21435,Métro,6
21436,complicit,2
21437,Holocaust,1
21438,forgave,2
21439,paraphrasing,1
21440,enterprises,1
21441,defying,1
21442,ochre,6
21443,ant,4
21444,cannas,1
21445,droplets,2
21446,Steffi,2
21447,Graf,2
21448,Wimbledon,24
21449,mesmerized,1
21450,derrière,1
21451,Binding,1
21452,confidences,5
21453,Aryan,1
21454,inmates,15
21455,Untermenschen,1
21456,SS,6
21457,attentions,5
21458,green-sweepers,1
21459,grass-cutters,1
21460,fairway,1
21461,extends,2
21462,separating,3
21463,dispiriting,1
21464,rushes,7
21465,outriders,2
21466,recycled,2
21467,floodwater,1
21468,Wake,3
21469,overstuffed,1
21470,Birkenau,1
21471,squalor,2
21472,gardening,5
21473,luxuriant,2
21474,fast-flowering,1
21475,faster-fading,1
21476,swags,4
21477,incisors,1
21478,chlorophyl,1
21479,poisons,5
21480,mowers,1
21481,whitewash,1
21482,compost,4
21483,heaps,6
21484,by-products,3
21485,re-create,2
21486,westerner,1
21487,insected,1
21488,vipered,1
21489,parterres,2
21490,walkways,2
21491,pergolas,1
21492,symbolic,9
21493,slough,1
21494,fragrances,1
21495,ponds,3
21496,over-vigorous,1
21497,texture,7
21498,ant-bear,1
21499,funnels,1
21500,sprinklers,1
21501,unnamed,1
21502,devotions,1
21503,numberless,1
21504,caviare-eyed,1
21505,tadpoles,2
21506,dragonflies,1
21507,biplane,3
21508,baguettes,1
21509,fangs,2
21510,unwary,2
21511,scrota,1
21512,thwack,2
21513,bails,1
21514,anguish,6
21515,impressions,5
21516,arbour,1
21517,rust-coloured,1
21518,bougainvillaea,1
21519,lukewarm,5
21520,aimless,4
21521,passing-out,1
21522,Telephone,3
21523,unleavened,2
21524,quartz,1
21525,clubhouse,2
21526,causes,7
21527,reverently,3
21528,quaint,2
21529,clamping,2
21530,fills,3
21531,airwaves,1
21532,quavering,1
21533,LA,9
21534,reliving,1
21535,proust,2
21536,savannahs,3
21537,fucking,89
21538,Okay,23
21539,helluva,2
21540,Seventy-six,1
21541,Robert,22
21542,Redford,1
21543,Brandy,1
21544,wander,12
21545,FIFTEEN,1
21546,aquamarine,3
21547,blondness,1
21548,thins,1
21549,subsides,2
21550,timidly,2
21551,lifelessly,2
21552,faculty,1
21553,jumping,7
21554,Uitsmijter,10
21555,Maa,13
21556,translation,8
21557,laibon,99
21558,monologue,5
21559,fax,9
21560,manuscript,17
