,Term,BNC_Sampler_Counts
49599,torso,1
49600,cheekbones,1
49601,hugging,3
49602,cloying,1
49603,camaraderie,1
49604,injuriously,1
49605,synch,1
49606,rugby-shirted,1
49607,open-plan,1
49608,gleamed,1
49609,brickwork,2
49610,ductwork,1
49611,rapt,1
49612,panorama,1
49613,tickle,1
49614,glassy-looking,1
49615,plinth,5
49616,cone,6
49617,Viking,1
49618,nose-cone,1
49619,tickled,3
49620,lithium,1
49621,aluminosilicate,1
49622,Cooker,1
49623,hobs,1
49624,lattice,1
49625,Satellite,1
49626,dour,2
49627,astronomical,1
49628,optics,4
49629,resists,1
49630,Over here,2
49631,plodding,1
49632,passivation,2
49633,Borate,1
49634,zinc-silicoborate,1
49635,tugged,1
49636,monotone,2
49637,Bore,2
49638,Boro-silicate,1
49639,zinc-silicoborates,1
49640,pristine,1
49641,hand-print,1
49642,semi-conductor,1
49643,jocularly,1
49644,Achnaba,1
49645,Kintyre,1
49646,brisk,2
49647,vanilla,2
49648,gorse,1
49649,boro-silicate,1
49650,parlance,2
49651,Opaque,2
49652,spoiled,4
49653,un-spilled,1
49654,ions,1
49655,Jag,2
49656,fanning,1
49657,sun-shade,2
49658,protruded,1
49659,patted,4
49660,Upper-class,1
49661,huntin'-shootin'-fishin',1
49662,Greedy,1
49663,Dewey,5
49664,Decimal,4
49665,glass-making,1
49666,Woo,7
49667,whistled,2
49668,Spooky,1
49669,Renounce,1
49670,tartly,1
49671,hill-walking,1
49672,nosey,1
49673,pop-up-book,1
49674,pained,1
49675,Rore,1
49676,conspiratorial,1
49677,thumbnail,1
49678,offing,3
49679,Beeb,1
49680,hack-work,1
49681,Gosh-darn,1
49682,Runs,2
49683,Slange,1
49684,sweated,1
49685,insect-loud,1
49686,sunbathed,1
49687,reflectors,1
49688,right-hander,1
49689,Furnace,1
49690,snarl,1
49691,McKeans,1
49692,imitating,1
49693,Pretend,2
49694,decorous,1
49695,girlish,1
49696,Disappear,1
49697,soft-jowled,1
49698,golfing,1
49699,impersonating,1
49700,Arrochar,1
49701,leukaemia,2
49702,BUPA,3
49703,Sneer,1
49704,tipsy,1
49705,strangled,1
49706,optical-quality,1
49707,Sober,1
49708,Blaming,1
49709,nibbling,2
49710,double-entendres,1
49711,unprovoked,1
49712,Ts,8
49713,cocktails,2
49714,Frasers,3
49715,McAlpines,1
49716,tee,4
49717,Hamiltons,1
49718,pied-à-terres,1
49719,knuckles,2
49720,Otter,2
49721,serried,1
49722,trotted,1
49723,heart-to-hearts,1
49724,life-plan,1
49725,circumferential,1
49726,middle-to-ruling,1
49727,dissipated,2
49728,sapped,1
49729,disgusts,1
49730,re-focus,1
49731,God-awful,1
49732,adolescent,2
49733,directness,1
49734,dismissible,2
49735,Ever,3
49736,greenness,2
49737,bump,17
49738,mitigating,1
49739,Muddle,1
49740,lurched,2
49741,dashboard,4
49742,LOOMING,1
49743,DANGERS,1
49744,mid-1970's,1
49745,Youngsters,2
49746,predicting,1
49747,microchip,1
49748,Regretfully,1
49749,fiscally,1
49750,regretfully,2
49751,curtailing,2
49752,passively,1
49753,PRESENT,1
49754,SITUATION,1
49755,man/woman,1
49756,under-producing,1
49757,mini-depression,1
49758,lifeblood,6
49759,two-edged,1
49760,Exchequer,6
49761,reapportioning,1
49762,diminishes,2
49763,Lasers,1
49764,wealth-creating,1
49765,crumbly,1
49766,E.C.C.,1
49767,Undoubtedly,6
49768,sub-assembly-type,1
49769,shipbuilding,1
49770,back-bone,1
49771,motorcar,1
49772,agility,3
49773,Prestige,1
49774,motorcars,1
49775,ill-advised,2
49776,modest-sized,1
49777,Guaranteed,1
49778,government-guaranteed,1
49779,track-record,1
49780,smacks,1
49781,well-meaning,1
49782,BACK,4
49783,ills,1
49784,I.Q.,1
49785,1970's,1
49786,prospered,3
49787,Resulting,1
49788,jigsaw-puzzle,1
49789,Advances,1
49790,mid-year,1
49791,steadfastly,2
49792,1960's,1
49793,Volkswagen,1
49794,efficiently-built,1
49795,unattractively,1
49796,1939/45,1
49797,wage-earner,1
49798,work-force,1
49799,obstinate,3
49800,EFFECTS,1
49801,TAXATION,1
49802,newly-rich,1
49803,sub-standard,2
49804,dissipate,1
49805,ratepayers,1
49806,"£18,000",3
49807,afresh,2
49808,83%,2
49809,98%,4
49810,levied,4
49811,cost-recovery,1
49812,Strangely,2
49813,tax-avoidance,1
49814,counter-productive,1
49815,burden on,1
49816,baffling,1
49817,legacies,2
49818,testator,1
49819,stillborn,1
49820,pop-stars,1
49821,sportsmen,1
49822,ex-colonial,1
49823,dependants,27
49824,renewing,3
49825,overleaf,1
49826,middle-income,1
49827,falling-behind,1
49828,discouragement,1
49829,commodities,11
49830,exempting,1
49831,unscramble,1
49832,simply-administered,1
49833,quasi-tax,1
49834,havens,1
49835,boon,1
49836,undistributed,2
49837,"£27,000",3
49838,classing,1
49839,Spending,2
49840,overseas-owned,1
49841,sole-trader,1
49842,discriminatory,1
49843,non-residents,1
49844,flexibility on the part,1
49845,two-tier,2
49846,administratively,1
49847,non-productive,1
49848,subcontractors,2
49849,sub-assemblies,2
49850,levies,1
49851,11.45%,1
49852,nonproducers,1
49853,Californians,1
49854,newly-employed,1
49855,FANTASY,1
49856,futurologists,1
49857,gainers,1
49858,Aviemore,1
49859,appraising,1
49860,iron-ore,1
49861,drilled,2
49862,shipyards,3
49863,liners,9
49864,time-scale,1
49865,fantasise,1
49866,straw-chopping,1
49867,bacterial,1
49868,once-a-year,1
49869,pet-food,1
49870,baling,1
49871,"3,000,000",1
49872,baled,1
49873,bales,1
49874,high-unemployment,1
49875,calves,11
49876,Semi-industrial,1
49877,converting,2
49878,calf-rearing,1
49879,stimulation,1
49880,scientifically,2
49881,philosophies,2
49882,car-manufacturing,1
49883,robotic,1
49884,labour-intensive,5
49885,Gross,7
49886,efficiencies,2
49887,parasitical,1
49888,misinterprets,1
49889,man-power,1
49890,Employing,1
49891,importers,2
49892,natures,1
49893,processors,10
49894,wealth-producers,2
49895,originality,7
49896,far-fetched,1
49897,unskilled,5
49898,"£17,000",2
49899,"£13,000",1
49900,"£1,600",2
49901,Houston,3
49902,Astrodome,1
49903,inclement,1
49904,worked-out,2
49905,cwt.,1
49906,pony-trekking,3
49907,600-acre,1
49908,thousand-bedroom,1
49909,profiteering,1
49910,Owner-occupier,1
49911,Arabian,4
49912,quadrupling,2
49913,heralded,1
49914,saviour,1
49915,bonanza,3
49916,takings,2
49917,sales-tax,1
49918,reversing,2
49919,all-year round,1
49920,"16,000",1
49921,grant-aid,1
49922,speculators,2
49923,rained-off,1
49924,glasshouse,1
49925,Disneylands,1
49926,Mafia-run,1
49927,casinos,1
49928,all-year,1
49929,meld,1
49930,Barrage,2
49931,concessionary,3
49932,controlled-environment,1
49933,sea-wall,1
49934,Skegness,2
49935,Holme,1
49936,tide-free,1
49937,eclipse,1
49938,meteorological,1
49939,holiday-makers,1
49940,mini-townships,1
49941,residences,2
49942,semi-huts,1
49943,landscaped,1
49944,settings,4
49945,MATHEMATICS,1
49946,MODIFICATION,1
49947,defray,1
49948,on-shore,1
49949,Thirties,1
49950,wealth-producing,2
49951,morally,1
49952,propound,1
49953,lessens,1
49954,materialistic,1
49955,adolescents,1
49956,Necessities,1
49957,£M,1
49958,Theoretically,1
49959,four-fold,1
49960,tax-haven,1
49961,spendings,1
49962,Provided,1
49963,Disneyland,1
49964,cap-in-hand,1
49965,wisely,1
49966,micro-processor,2
49967,destroys,3
49968,refrigerators,1
49969,mop-up,1
49970,10[ndash ]15%,1
49971,aired,2
49972,rests,4
49973,FIRE,3
49974,PREVENTION,1
49975,HIGH-BAY,1
49976,WAREHOUSES,1
49977,N.M.H.C.,2
49978,Objectives,1
49979,high-bay,49
49980,warehousing,12
49981,Handling,3
49982,quantifies,1
49983,combustibility,1
49984,relaxations,4
49985,Managerial,2
49986,drills,4
49987,Warehouse,5
49988,house-keeping,2
49989,High-Bay,12
49990,Definition,8
49991,unit-loads,1
49992,stacking-cranes,1
49993,fork-lift,4
49994,unit-load,1
49995,high-rack,1
49996,stacking,3
49997,back-to-back,10
49998,man-rider,5
49999,stacker-cranes,7
50000,small-parts,2
50001,order-picking,1
50002,cranes,4
50003,high-pile,1
50004,Sprinkler,8
50005,Warehouses,11
50006,utilization,2
50007,volumetrically,1
50008,pallets,11
50009,High-bay,3
50010,1980's,1
50011,20[ndash ]25,1
50012,pilferage,1
50013,quarantining,1
50014,non-guaranteed,1
50015,Disciplines,2
50016,chemically/physically,1
50017,re-layout,1
50018,extinguishing,11
50019,palletized,1
50020,High-Rise,1
50021,Aisle,1
50022,High-Lift,1
50023,Fork-Lift,1
50024,Truck,2
50025,Contained,1
50026,Portal,2
50027,gangways,5
50028,1.9,1
50029,"6,000m",1
50030,"120,000",1
50031,asbestos,3
50032,cladding,6
50033,60[ndash ]100,1
50034,Stacker-Crane,3
50035,Operated,2
50036,Automated,1
50037,Man-Rider,3
50038,Metres,1
50039,fabricated,2
50040,space-frame,1
50041,aisles,2
50042,crane,13
50043,Pallets,1
50044,in-feed,2
50045,in-feed/out-feed,1
50046,forklift,3
50047,inter-locked,1
50048,sprinklers,23
50049,sheet-steel,1
50050,longitudinal,9
50051,partitions,1
50052,compartmentalisation,1
50053,Rack-Supported,1
50054,Automatically,2
50055,Controlled,2
50056,Constructed,1
50057,rack-supported,1
50058,throughput,3
50059,widths,29
50060,racks,10
50061,"225,000m",1
50062,Cladding,1
50063,colour-steel,1
50064,Powered,1
50065,Live-Storage,1
50066,Block,1
50067,In-Feed,1
50068,Out-Feed,1
50069,stock-holding,1
50070,live-storage,1
50071,out-feed,2
50072,Stacker-cranes,1
50073,ingress,3
50074,egress,3
50075,Mini-Retrieval,1
50076,modularized,1
50077,tote-pan,1
50078,Widths,2
50079,Path,1
50080,polypropylene,1
50081,tote-boxes,1
50082,Racking,4
50083,installations,3
50084,"4,800",1
50085,in-rack,13
50086,roof-on-rack,1
50087,reel,3
50088,break-down,2
50089,In-feed,1
50090,conveyors,2
50091,Platt,1
50092,knock-out,2
50093,Sensitivity,1
50094,In common with,1
50095,misalignments,1
50096,nozzles,2
50097,improvisation,3
50098,malicious,3
50099,Fires,2
50100,intentionally,5
50101,mitigated,1
50102,pre-positioned,2
50103,Height,2
50104,Extreme,1
50105,Requirements,6
50106,transmitting,1
50107,pre-planning,1
50108,dispositioning,1
50109,unmanageable,1
50110,extendable,1
50111,contents-density,2
50112,ladders,5
50113,pre-planned,1
50114,zoned,15
50115,Cages,1
50116,Purposes,3
50117,hoists,3
50118,manoeuvrability,1
50119,pre-requisite,1
50120,reinstatement,3
50121,aligning,1
50122,Ventilation,1
50123,venting,8
50124,localising,1
50125,ventilating,1
50126,over-ride,2
50127,ventilators,1
50128,positioning,4
50129,extinguishment,4
50130,advisability,1
50131,instrumentation,4
50132,scanners,5
50133,sensors,2
50134,actuating,1
50135,readings,3
50136,visibility,1
50137,valved,1
50138,Experience,2
50139,Limitation,1
50140,multiples,1
50141,vertically-related,1
50142,Uncontrolled,1
50143,Collapse,2
50144,melting,1
50145,sheeting,1
50146,super-heated,1
50147,localise,1
50148,definable,1
50149,masonry,3
50150,3.9,1
50151,hydraulic,4
50152,unrestrained,1
50153,hardstanding,1
50154,3.11,1
50155,Extent,1
50156,Halon,1
50157,3.12,1
50158,hose-reel,1
50159,hose-reels,1
50160,3.13,1
50161,Manual,4
50162,Alarm,3
50163,3.14,1
50164,finer,5
50165,afterthoughts,1
50166,4.1,8
50167,Brigades,1
50168,liquids,8
50169,defines,5
50170,non-combustible,3
50171,4.3,4
50172,Venting,1
50173,logging,1
50174,3[ndash ]5%,1
50175,4.4,5
50176,Appliances,1
50177,B.S.,1
50178,Allowances,1
50179,pin-pointing,1
50180,Extinguishing,1
50181,ineffectiveness,1
50182,carbonaceous,1
50183,halon,1
50184,obstruct,1
50185,pipework,1
50186,pressurised,1
50187,eaves,1
50188,4.9.1,1
50189,palletisation,1
50190,Edition,3
50191,installers,1
50192,F.O.C.,2
50193,4.9.2,2
50194,viz.,2
50195,Category,10
50196,combustible,5
50197,wrappings,2
50198,Categories,4
50199,Carpets,1
50200,Clothing,2
50201,Fibreboard,1
50202,Glassware,1
50203,cartons,5
50204,Metal,3
50205,Textiles,1
50206,Baled,2
50207,Cartons,2
50208,alcohols,1
50209,canned,2
50210,lacquers,1
50211,Chipboard,2
50212,Inflammable,2
50213,Linoleum,1
50214,non-formed,1
50215,celluloid,1
50216,Rolled,4
50217,Palletised,1
50218,Veneer,1
50219,Wooden,3
50220,Bitumen,1
50221,coated,6
50222,Esparto,1
50223,Foamed,1
50224,Celluloid,1
50225,Ventilated,1
50226,Waxed,1
50227,pre-formed,2
50228,Offcuts,1
50229,Hazard,2
50230,Piled,1
50231,palletised,3
50232,4.9.3,2
50233,1122.32.21,1
50234,1122.32.31,2
50235,mm/m,1
50236,260,1
50237,4.9.4,1
50238,bulk-heads,1
50239,4.9.5,1
50240,Rating,1
50241,Sprinklers,3
50242,141°C,1
50243,68°C,1
50244,4.9.6,1
50245,Invariably,1
50246,suction,5
50247,4.9.7,1
50248,Ancillary,1
50249,vice-versa,1
50250,paper-work,1
50251,retrieval/dispatch,1
50252,invoicing,1
50253,amenity,2
50254,Vehicle,1
50255,maintenance/carpenters,1
50256,Separation,1
50257,occupancies,1
50258,fuseable,1
50259,fire-spread,1
50260,certification,16
50261,Workshops,1
50262,combustibles,6
50263,containment,3
50264,interconnection,1
50265,Separating,1
50266,Decks,1
50267,multi-floor,1
50268,mimic,1
50269,F.I.R.T.O.,1
50270,Function,1
50271,Protective,3
50272,high-racked,5
50273,flammability,1
50274,fire-load,1
50275,quantified,2
50276,storages,6
50277,high-expansion,1
50278,foams,2
50279,inerting,1
50280,halons,2
50281,solids,2
50282,pin-pointed,2
50283,total-flooding,1
50284,compartmentation,4
50285,Inerting,1
50286,dispersion,5
50287,gas-tight,1
50288,Requirement,1
50289,inducements,1
50290,over-kill,1
50291,under-kill,1
50292,in comparison with,1
50293,acrid,1
50294,combustion,3
50295,High-Racked,2
50296,water-dispensing,2
50297,ceiling-mounted,1
50298,actuated,1
50299,N.F.P.A.,6
50300,Codes,1
50301,Installation,3
50302,N.F.P.A,2
50303,231,4
50304,food-stuffs,1
50305,slatted,1
50306,Defined,1
50307,Typewriters,1
50308,231B,1
50309,231C,1
50310,radiant,2
50311,perishable,1
50312,refurbishing,1
50313,1969[ndash ]1970,1
50314,impingement,1
50315,subduing,1
50316,Dispensing,1
50317,better-directed,1
50318,recur,1
50319,detector-operated,3
50320,open-sprinkler,1
50321,pneumatic,2
50322,pneumatically-operated,1
50323,resetting,1
50324,Relativity,1
50325,well-designed,1
50326,6.6.1,1
50327,6.6.2,1
50328,6.6.3,1
50329,6.6.4,1
50330,Appendices,1
50331,Relative,3
50332,In-Rack,2
50333,Cardington,3
50334,Combustibles,1
50335,Detector-Operated,1
50336,Non-Electric,1
50337,Re-Setting,1
50338,Arrangement,1
50339,Racked,1
50340,Aspects,1
50341,Coxon,1
50342,Dook,1
50343,Plumley,1
50344,Preparation,1
50345,rechecked,1
50346,analogy,3
50347,engages,2
50348,multi-disciplinary,2
50349,obviate,1
50350,Adequate,2
50351,Discipline,1
50352,unauthorized,2
50353,interlocks,1
50354,regulating,2
50355,decreases,6
50356,inflammable,6
50357,unobstructed,1
50358,impair,2
50359,activate,1
50360,Sounding,1
50361,Evacuation,1
50362,cloakrooms,1
50363,pre-prepared,1
50364,Non-Company,1
50365,Nominal,1
50366,roll-calls,1
50367,roll-call,1
50368,stackers,1
50369,greases,2
50370,relays,1
50371,7.6,6
50372,spillages,1
50373,welding,4
50374,J.F.R.O.,1
50375,summarized,1
50376,Duration,1
50377,non-detector,1
50378,zoning,3
50379,[frac15][ndash ]¼,1
50380,BUILDING,1
50381,REGULATIONS,1
50382,compartmented,2
50383,stipulated,1
50384,spacing,8
50385,B.S.476,1
50386,Amendment,2
50387,PD.3276,1
50388,Regulation,5
50389,A13,1
50390,m3,1
50391,Relaxations,2
50392,E5,1
50393,E7,1
50394,sprinklered,1
50395,CP402.201.1,1
50396,6A,1
50397,E1,3
50398,E2,4
50399,corrosive,1
50400,"14,000m2",1
50401,"1,000m2",1
50402,spirituous,1
50403,"2,000m2",1
50404,7080m3,1
50405,cubical,1
50406,929,1
50407,Boroughs,1
50408,7168,1
50409,9074,1
50410,fire-fighting,1
50411,Document,6
50412,Pre-1974,1
50413,re-organization,1
50414,Designers,1
50415,Pre,1
50416,Re-Organization,1
50417,Expire,1
50418,31[ndash ]12[ndash ]79,1
50419,31[ndash ]12[ndash ]84,1
50420,Exceeding,1
50421,Requiring,1
50422,Escape,4
50423,Acts/Bills,1
50424,18.3m,1
50425,amending,1
50426,PH36,1
50427,"7,000m3",1
50428,Advertisement,3
50429,ballads,2
50430,blueprints,1
50431,cheerless,1
50432,garrets,1
50433,sonnet,2
50434,Daimlers,1
50435,All-purpose,1
50436,Occasions,1
50437,mourns,1
50438,Neglecting,1
50439,flowerbeds,1
50440,outwit,1
50441,Controlling,1
50442,litererry,1
50443,'fore,1
50444,'lific,1
50445,Patrolling,5
50446,lambing,2
50447,trough,4
50448,mythic,1
50449,stressful,2
50450,'etic,1
50451,conspiring,2
50452,epithets,1
50453,'thets,1
50454,peep,2
50455,tiptoe,1
50456,Rhyme,3
50457,skylark,1
50458,jay,1
50459,all at once,1
50460,jocund,1
50461,bleat,1
50462,Sheep,3
50463,blackest,1
50464,fleece,1
50465,stony,2
50466,crags,1
50467,bespake,1
50468,inky,1
50469,pelt,1
50470,Hickory,3
50471,dickory,3
50472,ascend,1
50473,timepiece,1
50474,Claws,1
50475,Remark,1
50476,unstilled,1
50477,Limericks,1
50478,Clairvoyantes,1
50479,Commuters,1
50480,depress,2
50481,Met,2
50482,Stetson,1
50483,earful,1
50484,Sparks,10
50485,Lil,1
50486,creep,5
50487,Tiresias,1
50488,typist,2
50489,Wei,1
50490,Phlebas,1
50491,Sanskrit,1
50492,Dante,1
50493,Damyata,1
50494,Shantih,1
50495,Triolet,1
50496,ginless,1
50497,Higgledy-piggledy,1
50498,Liked,1
50499,Idiosyncrasy,1
50500,Proverbial,1
50501,Ballade,1
50502,sneeze,3
50503,yolk,4
50504,shave,10
50505,tiddlywink,1
50506,blindworm,1
50507,racoon,1
50508,juiciest,1
50509,wolves,2
50510,ne'er,2
50511,chimpanzees,1
50512,Envoi,1
50513,adages,1
50514,banal,1
50515,Wears,3
50516,Dior,2
50517,Gucci,1
50518,Puts,1
50519,fresh-cut,2
50520,stews,1
50521,moss-green,1
50522,Guadeloupe,1
50523,Proust,2
50524,Gioconda,1
50525,Glazed,1
50526,bisexual,1
50527,arty,1
50528,Libran,1
50529,inexperienced,6
50530,152,1
50531,Yalding,1
50532,patching,2
50533,half-drugged,1
50534,elastoplast-pink,1
50535,wire-mesh,1
50536,stooping,1
50537,re-tie,1
50538,shoelace,1
50539,Tubby,1
50540,dud,2
50541,lolloped,1
50542,unselected,1
50543,sneering,1
50544,hockey-players,1
50545,a.m,5
50546,insect,4
50547,Prelude,1
50548,Villanelle,1
50549,bliss,3
50550,Touching,1
50551,bardic,1
50552,corduroy,1
50553,deathless,2
50554,From time to time,1
50555,Sent,2
50556,shivers,2
50557,blissful,1
50558,Cuddling,1
50559,Verse,1
50560,Birthday,4
50561,pushover,1
50562,manly,1
50563,Onions,1
50564,Decapitating,1
50565,slitting,1
50566,nitroglycerine,1
50567,guile,1
50568,Manly,1
50569,overhear,1
50570,unswerving,1
50571,abhors,1
50572,uncivilized,2
50573,enchants,1
50574,fourthly,2
50575,fifthly,1
50576,sixthly,1
50577,seventhly,1
50578,eighthly,1
50579,ninthly,1
50580,tenthly,1
50581,A-registration,1
50582,bossed,1
50583,takeaway,1
50584,smokes,5
50585,overrated,1
50586,light-bulb,1
50587,barber,1
50588,team-mates,1
50589,changing-room,1
50590,masculinity,1
50591,Rondeau,1
50592,Redoublé,1
50593,chinless,1
50594,ill-bred,1
50595,charmer,1
50596,half-crazed,1
50597,hippy,6
50598,Zen,1
50599,homilies,2
50600,overfed,1
50601,Odes,1
50602,pussy,11
50603,Message,1
50604,kamikaze,2
50605,exaggerate,1
50606,dramatize,1
50607,thought-waves,1
50608,Beethoven,7
50609,Pierced,1
50610,allegoric,1
50611,dart,2
50612,daydream,1
50613,bloodless,1
50614,fart,5
50615,Strugnell,9
50616,Norwood,3
50617,Betjeman,1
50618,Ayres,1
50619,Patience,1
